Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,25.829999923706055,25.829999923706055,25.09000015258789,25.489999771118164,24.302509307861328,2457600
2020-05-04,25.149999618530273,25.459999084472656,24.81800079345703,25.420000076293945,24.23577308654785,4121600
2020-05-05,25.399999618530273,26.510000228881836,25.209999084472656,26.18000030517578,24.960365295410156,2412300
2020-05-06,26.190000534057617,26.729999542236328,25.010000228881836,25.010000228881836,23.844873428344727,3304300
2020-05-07,25.969999313354492,27.25,25.969999313354492,26.450000762939453,25.217788696289062,4475300
2020-05-08,26.719999313354492,26.969999313354492,25.459999084472656,25.979999542236328,24.769681930541992,4765100
2020-05-11,25.100000381469727,25.149999618530273,24.290000915527344,24.3799991607666,23.244218826293945,6871900
2020-05-12,24.290000915527344,24.450000762939453,23.219999313354492,23.25,22.16686248779297,4881100
2020-05-13,23.149999618530273,23.399999618530273,22.3799991607666,23.270000457763672,22.185930252075195,4581500
2020-05-14,22.770000457763672,23.360000610351562,22.3799991607666,23.31999969482422,22.35850715637207,3357400
2020-05-15,23.200000762939453,23.270000457763672,22.6200008392334,22.770000457763672,21.831186294555664,3601200
2020-05-18,23.690000534057617,24.280000686645508,23.040000915527344,24.010000228881836,23.020063400268555,5834600
2020-05-19,24.110000610351562,24.3799991607666,23.59000015258789,23.989999771118164,23.000886917114258,6195900
2020-05-20,24.68000030517578,25.604999542236328,24.649999618530273,25.09000015258789,24.05553436279297,4719600
2020-05-21,24.940000534057617,25.479999542236328,24.510000228881836,24.549999237060547,23.537799835205078,4021000
2020-05-22,24.5,24.670000076293945,24.25,24.540000915527344,23.52821159362793,3830600
2020-05-26,25.43000030517578,26.059999465942383,25.200000762939453,25.639999389648438,24.58285903930664,3797800
2020-05-27,25.889999389648438,26.174999237060547,25.459999084472656,25.799999237060547,24.73625946044922,5831000
2020-05-28,26.260000228881836,27.469999313354492,25.920000076293945,26.989999771118164,25.877193450927734,4069200
2020-05-29,26.729999542236328,27.43000030517578,26.709999084472656,27.309999465942383,26.18400001525879,6293700
2020-06-01,27.100000381469727,27.25,26.5,26.81999969482422,25.71420669555664,3167100
2020-06-02,26.93000030517578,28.030000686645508,26.75,28.010000228881836,26.855140686035156,4302500
2020-06-03,28.170000076293945,28.950000762939453,28.149999618530273,28.5,27.324941635131836,3287700
2020-06-04,28.799999237060547,30.18000030517578,28.6299991607666,30.170000076293945,28.92608070373535,6759100
2020-06-05,31.0,31.690000534057617,30.489999771118164,30.649999618530273,29.386293411254883,4189400
2020-06-08,29.690000534057617,30.81999969482422,29.309999465942383,30.010000228881836,28.772682189941406,4850400
